season,week,contestant,fan_mean,fan_hdi_low,fan_hdi_high
2,2,Stacy Keibler,0.00016180414812450554,0.0,3.7390101375026513e-19
2,2,Giselle Fernandez,0.00012505426425453043,0.0,2.898868632035887e-20
2,2,Master P,0.00146612403724882,0.0,1.2875364843602844e-21
2,2,Jerry Rice,7.4384460681229e-05,0.0,4.221358252741795e-20
2,2,Drew Lachey,0.0001309592758736218,0.0,6.139218340785933e-25
2,2,George Hamilton,0.00022355787965218767,0.0,3.3893469951246865e-19
2,3,Tia Carrere,0.1014473316797298,0.0,0.5833951917523568
2,3,Lisa Rinna,0.009348069748676672,0.0,1.3594479595234153e-05
2,3,Stacy Keibler,0.011530315220072687,0.0,5.70744873545071e-14
2,3,Giselle Fernandez,8.450119768607059e-149,0.0,4.601890157387028e-249
2,3,Master P,0.8495093565673171,0.4140049140579748,1.0
2,3,Jerry Rice,9.385047315804858e-05,5e-324,6.108721292587618e-13
2,3,Drew Lachey,0.0009753956395144661,0.0,1.0038220815799429e-25
2,3,George Hamilton,0.027095680671531213,7.4e-323,0.2517658780368128
2,4,Tia Carrere,5.427543349734358e-05,0.0,8.304572420226753e-19
2,4,Lisa Rinna,0.0013458682979710945,0.0,1.624499686462319e-17
2,4,Stacy Keibler,0.00026291869715204893,0.0,2.0293259165570026e-20
2,4,Master P,0.9976909364661157,0.9989026854693607,1.0
2,4,Jerry Rice,0.0003439117353564858,0.0,7.07531175673901e-21
2,4,Drew Lachey,6.448673827480481e-05,0.0,1.0969368308621007e-18
2,4,George Hamilton,0.00023760263163245522,0.0,8.335268772284965e-22
2,5,Tia Carrere,1.1955221795593093e-06,0.0,1.951100226830106e-102
2,5,Lisa Rinna,0.9807885612440825,0.8395616881085014,1.0
2,5,Stacy Keibler,0.0007471774489475741,0.0,9.370787041318416e-13
2,5,Jerry Rice,0.0117743969226811,0.0,0.03726585271236646
2,5,Drew Lachey,0.003434137212827915,0.0,1.03512485758009e-06
2,5,George Hamilton,0.0032545316492812726,0.0,1.1721470641999188e-09
2,6,Lisa Rinna,0.9988468476626671,0.9998959351332529,1.0
2,6,Stacy Keibler,0.00014396745135569273,0.0,6.441098659627645e-26
2,6,Jerry Rice,0.00033191847281695177,0.0,7.577651461738243e-10
2,6,Drew Lachey,0.0006772638124326615,0.0,4.346458739677824e-18
2,6,George Hamilton,2.6007275966809296e-09,0.0,4.493862789993487e-120
2,7,Drew Lachey,0.0010829247130274074,0.0,9.785662664577588e-18
2,7,Lisa Rinna,0.9975249196525382,0.9999577405013668,1.0
2,7,Jerry Rice,0.001281997086784324,0.0,5.828504375948043e-17
2,7,Stacy Keibler,0.00011015854765008282,0.0,2.338823720413875e-19
3,1,Emmitt Smith,0.10654773701880856,0.010105919931844223,0.32907645192715623
3,1,Willa Ford,0.09805279532046884,0.010115968924336189,0.29414216289389855
3,1,Jerry Springer,0.0969791591124995,0.010285645694542867,0.29254633631409593
3,1,Monique Coleman,0.08275786823539429,0.010120244206672114,0.25000527448932214
3,1,Mario Lopez,0.09744164183069193,0.010035608022515399,0.28967126502352347
3,1,Tucker Carlson,0.023202580537053888,0.010082136917738153,0.04251233144198923
3,1,Harry Hamlin,0.08191992112930335,0.010142606556326572,0.22869613119582832
3,1,Joey Lawrence,0.10513413584137819,0.010118139736949316,0.34187932849090963
3,1,Vivica A. Fox,0.09926133314647168,0.01003487968233851,0.30152979216794545
3,1,Sara Evans,0.10921891920359093,0.01076895691144009,0.32711570984733523
3,1,Shanna Moakler,0.09948390862433884,0.010201866488114998,0.27771275347506275
3,2,Emmitt Smith,0.09921029666402426,0.011964058796783918,0.2698375733367836
3,2,Willa Ford,0.12382828012429561,0.010752650005436213,0.3478105967077453
3,2,Jerry Springer,0.12789580250560417,0.02564965334365404,0.3042165116982081
3,2,Monique Coleman,0.09767744673742235,0.010004831521332379,0.29827284579856767
3,2,Mario Lopez,0.11024088268542237,0.017529213042016427,0.2857519825778763
3,2,Harry Hamlin,0.10026144712482184,0.015709716289310793,0.2309056861401402
3,2,Joey Lawrence,0.09912645044273871,0.010172813576992935,0.2695074218692549
3,2,Vivica A. Fox,0.09586998617750479,0.010419898421014482,0.2797089904714982
3,2,Sara Evans,0.12705348698026867,0.016758553734771104,0.3048177665502605
3,2,Shanna Moakler,0.018835920557897203,0.010021522940154008,0.03416305313349371
3,3,Emmitt Smith,0.1425931571740701,0.02700590212859518,0.32305929495214813
3,3,Willa Ford,0.1262015588122954,0.01195910434354194,0.34235003390817104
3,3,Jerry Springer,0.1361855342844887,0.017373330170391974,0.35135862661045747
3,3,Monique Coleman,0.11150709547941784,0.010328174652550677,0.30152412085305963
3,3,Mario Lopez,0.12959039573638034,0.01253736674088751,0.33717299623535035
3,3,Harry Hamlin,0.02024048908287191,0.010034848020808885,0.04021102184221488
3,3,Joey Lawrence,0.11975061130393798,0.013827755748483024,0.3068842950414849
3,3,Vivica A. Fox,0.11181885375573808,0.010358890628315388,0.3054096094935193
3,3,Sara Evans,0.10211230437079966,0.010013518218645044,0.3022005450101248
3,4,Emmitt Smith,0.12822595835779468,0.013377769292275422,0.3428140170793813
3,4,Willa Ford,0.13102644096191488,0.010057007553778684,0.3487926589981421
3,4,Jerry Springer,0.16704913419391415,0.02188772509628374,0.4049012954165211
3,4,Monique Coleman,0.13674997416441353,0.015434148135942153,0.34075619686783426
3,4,Mario Lopez,0.126884309298839,0.010622901861048348,0.3475558563309146
3,4,Joey Lawrence,0.12374448828664923,0.010044107498640409,0.3380979040957731
3,4,Vivica A. Fox,0.022590323844640242,0.01017356683243006,0.0448662253455342
3,4,Sara Evans,0.16372937089183423,0.03546866495362267,0.3565779136662743
3,5,Willa Ford,0.023213630582443797,0.01001902900772547,0.048637180309461965
3,5,Emmitt Smith,0.133990063549819,0.012994695149554222,0.34417536104454266
3,5,Jerry Springer,0.19050927234136888,0.030022744073864974,0.4066846384104346
3,5,Monique Coleman,0.1542290763637166,0.01334258566460288,0.3939432246777535
3,5,Mario Lopez,0.15315393837683114,0.012347705087993582,0.3981173129012138
3,5,Joey Lawrence,0.16072722287244873,0.027914430104512743,0.39520266579421465
3,5,Sara Evans,0.18417679591337188,0.030552712676461678,0.43564670415841544
3,7,Emmitt Smith,0.23579075151849938,0.010409507465845453,0.5361245021447033
3,7,Jerry Springer,0.048783232903119304,0.01000633550980516,0.10906271400610572
3,7,Monique Coleman,0.2356031494981404,0.010992330907792804,0.5218187041066865
3,7,Mario Lopez,0.23047501126289352,0.010010102430398021,0.524310704315857
3,7,Joey Lawrence,0.2493478548173474,0.01026336783014497,0.5530073511230614
3,8,Mario Lopez,0.29734584811940096,0.015038277917063657,0.5788760599336054
3,8,Monique Coleman,0.06739053561061929,0.010172934373435681,0.15977410701788688
3,8,Emmitt Smith,0.3165728406057627,0.04343726704566211,0.6197694474926158
3,8,Joey Lawrence,0.31869077566421705,0.049852452432999225,0.6295556606134423
4,2,Heather Mills,0.08747524568273359,0.010272843641544382,0.3144935502378053
4,2,John Ratzenberger,0.11892011553276682,0.01316074029460357,0.3569694744969863
4,2,Leeza Gibbons,0.09150204686521454,0.010441329475903002,0.24056826535472597
4,2,Clyde Drexler,0.12257085782567087,0.02590015633910772,0.29785056935804827
4,2,Ian Ziering,0.11199626527838266,0.010344002862321905,0.3350729877752199
4,2,Billy Ray Cyrus,0.0873936517533196,0.013140753139173464,0.2668133053527676
4,2,Laila Ali,0.07774664594392053,0.010047429813006884,0.24753402441142208
4,2,Joey Fatone,0.09549605863424139,0.010058907435793091,0.32177316824309576
4,2,Paulina Porizkova,0.016544873374582776,0.009999895243502359,0.026925973534341563
4,2,Apolo Anton Ohno,0.10046531143345121,0.010325532681027877,0.29762889956447114
4,2,Shandi Finnessey,0.08988892767571603,0.01471940320902846,0.27117213938740264
4,3,Heather Mills,0.09809669411905021,0.010927953724598134,0.26976917999296385
4,3,John Ratzenberger,0.11880215462030876,0.018080372080339642,0.3284049963385472
4,3,Leeza Gibbons,0.08297883929301854,0.01003048132293501,0.25387141257581647
4,3,Clyde Drexler,0.15951688078898982,0.03724347878126793,0.35695014535219394
4,3,Ian Ziering,0.0984004012516868,0.010009301995996906,0.2705102113465988
4,3,Billy Ray Cyrus,0.10718843328443249,0.012164105744173792,0.29747566151128757
4,3,Laila Ali,0.10775145202599168,0.010610079424112864,0.2859669987342386
4,3,Joey Fatone,0.10243738674879577,0.010132211665429169,0.2763519096534093
4,3,Apolo Anton Ohno,0.10609418771027647,0.011013370231882374,0.28938680684153983
4,3,Shandi Finnessey,0.01873357015744951,0.010023521860063517,0.03232972276928528
4,4,Heather Mills,0.11634282059197916,0.010000247273268611,0.3223332655047937
4,4,John Ratzenberger,0.12951259160383452,0.012190611720208164,0.32536356104717984
4,4,Leeza Gibbons,0.026803529342191105,0.010028033789816527,0.055601001505432505
4,4,Clyde Drexler,0.15272375876850242,0.0172250662715923,0.3650270072627296
4,4,Ian Ziering,0.11253300558949372,0.010143697781301505,0.3234198828554839
4,4,Billy Ray Cyrus,0.1183959472856679,0.010093694011685582,0.33579915481940265
4,4,Laila Ali,0.11532877022225027,0.010044469238041491,0.3195810074946523
4,4,Joey Fatone,0.12754519545374446,0.010174808416858685,0.3720109809231296
4,4,Apolo Anton Ohno,0.10081438114233644,0.010013387360327272,0.27844304411475806
4,5,Heather Mills,0.12947769601708237,0.010014008120164135,0.37881167981811
4,5,John Ratzenberger,0.15537539315438098,0.010400848159237837,0.40524231410245914
4,5,Clyde Drexler,0.036154744467910276,0.010135565510922933,0.07518496385490808
4,5,Ian Ziering,0.12014104867073083,0.010001431144352717,0.3422060115633899
4,5,Billy Ray Cyrus,0.14379245563420945,0.010577353213386922,0.40486183602784864
4,5,Laila Ali,0.12980181233954657,0.010001867940879587,0.36121687969610156
4,5,Joey Fatone,0.1524793802685028,0.010024913142609611,0.39157117747737585
4,5,Apolo Anton Ohno,0.1327774694476367,0.010041972552860719,0.37502070202500903
4,6,Heather Mills,0.02687261937283537,0.010005061202821661,0.0575187247768601
4,6,John Ratzenberger,0.2143707253970694,0.040301870140221824,0.4810367737967024
4,6,Ian Ziering,0.14803776446404504,0.01136785778544479,0.387090388080971
4,6,Billy Ray Cyrus,0.18758018749867855,0.028338047903620094,0.43093590685495525
4,6,Laila Ali,0.138023688926832,0.010154903077091375,0.37710230226784514
4,6,Joey Fatone,0.150851171661876,0.010133691265958224,0.40261691721004117
4,6,Apolo Anton Ohno,0.13426384267866368,0.010052973109322185,0.37119340901881276
4,7,John Ratzenberger,0.038174592208067265,0.010095683324503944,0.08542199463357321
4,7,Billy Ray Cyrus,0.25886645646901635,0.04022995848212847,0.5218124193467011
4,7,Ian Ziering,0.1846154864902863,0.010887544831949043,0.4467333214279417
4,7,Laila Ali,0.1681366914970299,0.010091961089810999,0.4308395198606304
4,7,Joey Fatone,0.170398210841542,0.01008923508638056,0.4322352676159225
4,7,Apolo Anton Ohno,0.17980856249405822,0.011067316753256656,0.453963464424606
4,8,Ian Ziering,0.26035494075892107,0.011987078795671886,0.5475603558192614
4,8,Billy Ray Cyrus,0.05978692698933199,0.010002171593978116,0.13113964957310936
4,8,Laila Ali,0.21541319213243684,0.010092638585490156,0.5078488000823762
4,8,Joey Fatone,0.2259086695474021,0.010083055321956554,0.5272515159959705
4,8,Apolo Anton Ohno,0.23853627057190793,0.010125283383139125,0.5598489864901927
4,9,Laila Ali,0.2975385297471738,0.01290162683755689,0.600350530092077
4,9,Joey Fatone,0.3004230027384034,0.017621581268831454,0.6174461679297835
4,9,Apolo Anton Ohno,0.34007640574654335,0.04500848784203326,0.6411239748874197
4,9,Ian Ziering,0.0619620617678794,0.01008944738152153,0.15930004021060948
5,1,Josie Maran,0.020416463496361174,0.010015372836830962,0.03368042286290803
5,1,Jane Seymour,0.09929782337892529,0.010350196426354819,0.31454806355648157
5,1,Jennie Garth,0.09872800742277067,0.010784349090380655,0.3422564020311778
5,1,Marie Osmond,0.08998951064927657,0.010748127134937403,0.28893815237004017
5,1,Helio Castroneves,0.06591916651180173,0.010284595017953842,0.20560114654195047
5,1,Wayne Newton,0.1065597534514478,0.010242818015328406,0.30133759521992115
5,1,Mel B,0.08971213221304503,0.01050978098659415,0.34287546788908374
5,1,Sabrina Bryan,0.09476399861436025,0.010227092583025711,0.28877946970067764
5,1,Albert Reed,0.07694771679283179,0.010072326645065903,0.22272861317973286
5,1,Mark Cuban,0.09519503335279822,0.010730163379891196,0.273015860413363
5,1,Floyd Mayweather Jr. ,0.09004316925408391,0.010181552381893557,0.32039162587818304
5,1,Cameron Mathison,0.07242722486229762,0.010078666296921916,0.19871840961567877
5,2,Jane Seymour,0.10080717384735777,0.011754907999688485,0.2566916008528298
5,2,Jennie Garth,0.08948262185163058,0.011421263294987253,0.23750487771568227
5,2,Marie Osmond,0.07709207692062682,0.010142862828036493,0.22072410351263586
5,2,Helio Castroneves,0.07616481713220889,0.010133715960309611,0.25476370608462834
5,2,Wayne Newton,0.15465827487551984,0.04140160291983668,0.37541825575208265
5,2,Mel B,0.09831407162229655,0.01036039052569118,0.2546286705159659
5,2,Sabrina Bryan,0.07626168741252554,0.010055621926131166,0.2305607138628139
5,2,Albert Reed,0.017191866933005784,0.01014996711943463,0.029382714522804835
5,2,Mark Cuban,0.12337766204362043,0.02812804278413411,0.2897566994712541
5,2,Floyd Mayweather Jr. ,0.08988895649767012,0.012141041095138035,0.238192117571795
5,2,Cameron Mathison,0.09676079086353762,0.010755476870857733,0.24268680859918249
5,3,Jane Seymour,0.12229691062877528,0.010037469446855438,0.333260715493798
5,3,Jennie Garth,0.1094629172994206,0.01005725269111538,0.3176106264784819
5,3,Marie Osmond,0.108834782885317,0.010118663039045779,0.35042551462911053
5,3,Helio Castroneves,0.09299744666808496,0.01000274392396641,0.28151957665671573
5,3,Wayne Newton,0.024579351101646534,0.01002779498994754,0.048270740234448724
5,3,Mel B,0.10688427848838722,0.01009829272162858,0.3265586865256496
5,3,Sabrina Bryan,0.09375724971630547,0.010033977564397015,0.29718193824965433
5,3,Mark Cuban,0.1173844565585968,0.010013847933690874,0.2990712966417875
5,3,Floyd Mayweather Jr. ,0.10625784150020481,0.010449253708768265,0.2977642476810444
5,3,Cameron Mathison,0.11754476515326132,0.010087676209369022,0.34110207228889494
5,4,Jane Seymour,0.12239702037259663,0.010006122353109189,0.3597630328118466
5,4,Jennie Garth,0.12376091962075476,0.010034778510558019,0.3583536416694112
5,4,Marie Osmond,0.12390571311736233,0.011167770405218887,0.35043025911057846
5,4,Helio Castroneves,0.11804674400957285,0.010070196166525628,0.34489981331927927
5,4,Mel B,0.12072614546295718,0.01010005690948071,0.3251523122647669
5,4,Sabrina Bryan,0.11444849090193991,0.010109769098005402,0.3143247120814295
5,4,Mark Cuban,0.14119578489385276,0.020964853699561553,0.3902230176901415
5,4,Floyd Mayweather Jr. ,0.022156853007044695,0.010008955744855576,0.04013648427506649
5,4,Cameron Mathison,0.11336232861391886,0.01001031969151793,0.32461306327963646
5,5,Jane Seymour,0.1163527905640194,0.010762153855981617,0.32389452886649545
5,5,Jennie Garth,0.1461302574328932,0.010922096774627124,0.400872736853553
5,5,Marie Osmond,0.15287944360428496,0.012587063154348497,0.36680570699723375
5,5,Helio Castroneves,0.15270561336636734,0.010572477246065108,0.38430458658562494
5,5,Mel B,0.13294815724260267,0.010060525513961093,0.3638080300129779
5,5,Sabrina Bryan,0.12219540466332998,0.010102740320898466,0.32007583914057725
5,5,Mark Cuban,0.02782117820253081,0.010022703200785701,0.05548560249171533
5,5,Cameron Mathison,0.1489671549239716,0.010012467131735576,0.39179006445641623
5,6,Jane Seymour,0.18445586021686552,0.029662558926468918,0.42816119491981874
5,6,Jennie Garth,0.1564437451489452,0.01023419565523101,0.40706328269179753
5,6,Marie Osmond,0.17621487517104417,0.022709157662695403,0.40795950719102053
5,6,Helio Castroneves,0.162440510455768,0.010259722425607682,0.4161954032683246
5,6,Mel B,0.13979573070444737,0.010117928961010547,0.3776881996721944
5,6,Sabrina Bryan,0.026535613198936745,0.010045352868804435,0.05582202202966676
5,6,Cameron Mathison,0.15411366510399302,0.013387426922019911,0.3925324116973421
5,7,Jane Seymour,0.03058157197727108,0.010112424825684614,0.07192527485663971
5,7,Jennie Garth,0.18106498468932303,0.012471927286063703,0.4435551476703748
5,7,Marie Osmond,0.2143421924511359,0.010869663025350135,0.5006700913856043
5,7,Helio Castroneves,0.20200501468161977,0.014041895993037996,0.4827891278480513
5,7,Mel B,0.17571719411535927,0.012747733289507006,0.4449585181857573
5,7,Cameron Mathison,0.19628904208529094,0.010748953630047641,0.4660608810368982
5,8,Jennie Garth,0.25274494961075133,0.019880678544326694,0.5347752678888429
5,8,Marie Osmond,0.26832655719297704,0.021725834680629445,0.5530630502742493
5,8,Helio Castroneves,0.21958869084207666,0.011466252863184,0.47997945656229785
5,8,Mel B,0.21817842523029474,0.010034249843259437,0.5023837701311172
5,8,Cameron Mathison,0.041161377123900215,0.010082904568980972,0.10044650575897117
5,9,Jennie Garth,0.06346455590656296,0.010033129112849506,0.1603845056889654
5,9,Mel B,0.2772530965351718,0.01565208059941105,0.567414583089771
5,9,Marie Osmond,0.3682976989501373,0.05281532374601943,0.6848282012944792
5,9,Helio Castroneves,0.29098464860812795,0.011489883783219386,0.5967205693829642
6,2,Kristi Yamaguchi,0.09509336974608151,0.010143719285682671,0.326695955106398
6,2,Adam Carolla,0.08470109701856322,0.010309898255638637,0.27591260297492676
6,2,Marlee Matlin,0.08843899145180413,0.010044748430618984,0.34850634867546454
6,2,Cristian de la Fuente,0.0998053719586768,0.010178718290175668,0.3337561855885483
6,2,Mario,0.0832828435393246,0.010291418388504893,0.24696889686397389
6,2,Priscilla Presley,0.09676478253953855,0.010029198160040293,0.32271735594360224
6,2,Steve Guttenberg,0.10627389596019393,0.014456351177404719,0.3488833816194252
6,2,Penn Jillette,0.03448508328825267,0.010008572105930981,0.08386100427794516
6,2,Marissa Jaret Winokur,0.0891578907518311,0.010044148177764596,0.30216906313879244
6,2,Jason Taylor,0.07689150483360453,0.010150636165117716,0.2658381482075657
6,2,Shannon Elizabeth,0.11100063188298871,0.010092251718247375,0.33736571605386245
6,2,Monica Seles,0.034104537029140264,0.010019030576874486,0.08797275127672063
6,3,Kristi Yamaguchi,0.0994428295963376,0.010077560188737622,0.3097219687472873
6,3,Adam Carolla,0.11434602829837227,0.01130703902071171,0.29248274741086044
6,3,Marlee Matlin,0.11296456109665487,0.01224664938790746,0.3012712109457668
6,3,Cristian de la Fuente,0.10833530544919466,0.010389100942185085,0.33600303120476943
6,3,Mario,0.11864582228544038,0.012893879900142239,0.3252668557146971
6,3,Priscilla Presley,0.11674718026500021,0.010814652126563492,0.31644168738966755
6,3,Steve Guttenberg,0.019009177939682816,0.010083042845005786,0.03510621347786859
6,3,Marissa Jaret Winokur,0.11742442698055122,0.020681049672447684,0.28192769890749153
6,3,Jason Taylor,0.08653282221067127,0.010014629563448873,0.3073735417125083
6,3,Shannon Elizabeth,0.10655184587809466,0.01021381764735517,0.29449665428075134
6,4,Kristi Yamaguchi,0.11441314956775911,0.010107232950190318,0.3155977041433273
6,4,Adam Carolla,0.027382081296457434,0.010028025798729885,0.05279497463781868
6,4,Marlee Matlin,0.12071089242684725,0.010016605290074383,0.3372597271608879
6,4,Cristian de la Fuente,0.11303026569055719,0.010011076552426761,0.31525792656481744
6,4,Mario,0.12889882022194965,0.01014783651702639,0.3451326568298442
6,4,Priscilla Presley,0.1307340406473679,0.010068978033952824,0.3384501565489724
6,4,Marissa Jaret Winokur,0.13719651487070053,0.010296023304393201,0.3728958965891362
6,4,Jason Taylor,0.11253045106563936,0.010060346034389798,0.31709980789198455
6,4,Shannon Elizabeth,0.11510378421272158,0.010020651118792988,0.32978876043739846
6,5,Kristi Yamaguchi,0.12767482625505933,0.01013515888029361,0.36164723466626275
6,5,Marlee Matlin,0.14514128662874423,0.011253779396360825,0.3799107647894802
6,5,Cristian de la Fuente,0.1377997901861034,0.010755812693652682,0.3549872064643966
6,5,Mario,0.13729625331002915,0.010002927031428228,0.38022486240116604
6,5,Priscilla Presley,0.024666891434593535,0.010000462506631782,0.04838315475768757
6,5,Marissa Jaret Winokur,0.1340555534789998,0.010002303302989853,0.3646110994807301
6,5,Jason Taylor,0.14001774629951508,0.01059277534807483,0.3876287854759188
6,5,Shannon Elizabeth,0.15334765240695553,0.010879336628706365,0.3844853688781148
6,6,Kristi Yamaguchi,0.147384045196277,0.010066786447034667,0.41370038091012223
6,6,Marlee Matlin,0.032109166292639144,0.009999342071273721,0.06770010347287898
6,6,Cristian de la Fuente,0.15618514500824693,0.010134398017369026,0.40580647121953306
6,6,Mario,0.158108489470905,0.010026587153137232,0.4221897672422346
6,6,Marissa Jaret Winokur,0.16385194019057006,0.010025487124823703,0.43567638694190264
6,6,Jason Taylor,0.1646297813988157,0.010033973984733137,0.4444582138656077
6,6,Shannon Elizabeth,0.17773143244254613,0.010120545022934748,0.460723699113791
6,7,Cristian de la Fuente,0.20284498584601598,0.02885573558270348,0.4485695149522754
6,7,Mario,0.1900713103990996,0.01332791186445984,0.4523655887708499
6,7,Kristi Yamaguchi,0.19042589123989942,0.01037860355986994,0.4790300837402297
6,7,Jason Taylor,0.19522335600869103,0.010042751842850636,0.49040081991079293
6,7,Marissa Jaret Winokur,0.19095012321261462,0.011666329701227652,0.4667801229532261
6,7,Shannon Elizabeth,0.030484333293679333,0.010003160895126562,0.07243979076175099
6,8,Cristian de la Fuente,0.24039156921257954,0.010338060546655313,0.5391617656986295
6,8,Mario,0.041327331413174975,0.010031713701500265,0.10451411714050615
6,8,Kristi Yamaguchi,0.23101222957993223,0.013216016665171103,0.48513878930985044
6,8,Jason Taylor,0.2485563627807794,0.021099995439201914,0.5323366059073533
6,8,Marissa Jaret Winokur,0.23871250701353386,0.02818926120893889,0.5126252784087252
6,9,Jason Taylor,0.34266311992801024,0.047844673570395034,0.6392364112857464
6,9,Cristian de la Fuente,0.3025133806171657,0.015011861075440154,0.5987115865975415
6,9,Kristi Yamaguchi,0.2887768899098425,0.017157538090014208,0.5886272484214703
6,9,Marissa Jaret Winokur,0.0660466095449815,0.010012311667588585,0.1619587379142659
7,1,Maurice Greene,0.09809519221643175,0.010108563030010292,0.34776867658450833
7,1,Cody Linley,0.10276642243482356,0.010447557344443343,0.3690062944024511
7,1,Cloris Leachman,0.09963295036070505,0.019999321713335107,0.2941650707145532
7,1,Toni Braxton,0.09590706703049424,0.010860701476150363,0.2842134989699113
7,1,Brooke Burke,0.07182193920280658,0.01004998327903065,0.20256035153893964
7,1,Ted McGinley,0.03089664095521533,0.010461419237208497,0.0774720789608002
7,1,Rocco DiSpirito,0.08087933058719078,0.013992598907974487,0.2335295018006384
7,1,Jeffrey Ross,0.031107305830344375,0.010115403963839713,0.07422392495959342
7,1,Warren Sapp,0.06257505795785134,0.010373295257991274,0.20592102336897283
7,1,Lance Bass,0.06952506906464671,0.010462732810964258,0.1955225163338729
7,1,Susan Lucci,0.09396625867133565,0.010000736123270007,0.42124254943045486
7,1,Kim Kardashian,0.09903797789633008,0.010443163326691506,0.30911312708368344
7,1,Misty May-Treanor,0.06378878779182459,0.010219764166554342,0.1760246658869984
7,2,Maurice Greene,0.10453916321254697,0.010560591347411424,0.30594083239596565
7,2,Cody Linley,0.10056970405450155,0.010009969250355813,0.3214122312583268
7,2,Cloris Leachman,0.13266371908536065,0.02045651717175836,0.34587266697036895
7,2,Toni Braxton,0.10202084677769925,0.010074579343199967,0.32243760391731596
7,2,Brooke Burke,0.07315629180014066,0.01020647853024673,0.20811639477734936
7,2,Rocco DiSpirito,0.10842169495946222,0.016978993482384228,0.2773601670111949
7,2,Warren Sapp,0.08148944855211751,0.010355658918346493,0.21880869937910444
7,2,Lance Bass,0.0928303596686323,0.010244229206891012,0.2759250214210403
7,2,Susan Lucci,0.08565599490167601,0.01011314343241952,0.2536735816974303
7,2,Kim Kardashian,0.01984866318129449,0.010056818378780747,0.03651606383905487
7,2,Misty May-Treanor,0.09880411380656834,0.010377290446014624,0.29583678952952874
7,4,Maurice Greene,0.12491148300088832,0.010196208265711465,0.3291567240877667
7,4,Cody Linley,0.11848628609052902,0.010094884878717453,0.35128311585437744
7,4,Cloris Leachman,0.1305454015794385,0.01006601747801767,0.3464115031168959
7,4,Toni Braxton,0.13014368156986664,0.01030558807123927,0.40008156866133376
7,4,Brooke Burke,0.12075839353651689,0.01011432536374184,0.356756880147195
7,4,Rocco DiSpirito,0.02449465757895073,0.010002245372634071,0.04601083354921874
7,4,Warren Sapp,0.12401769314499003,0.010022017232323606,0.36235894270065017
7,4,Lance Bass,0.10856615178550144,0.010003023082412209,0.31806921505775665
7,4,Susan Lucci,0.11807625171331837,0.010097352550494206,0.3390296975579549
7,5,Maurice Greene,0.11785620117150475,0.010384346870757222,0.3147266071141785
7,5,Cody Linley,0.12716866695304554,0.010094092462478896,0.3629337610029051
7,5,Cloris Leachman,0.1516261338590187,0.015326341462593429,0.3821086580751305
7,5,Toni Braxton,0.02424472852898109,0.010046289801113256,0.04687097893629409
7,5,Brooke Burke,0.12454029272714363,0.010329612331821189,0.3705680891149302
7,5,Warren Sapp,0.1420413903182233,0.010110445608474676,0.3704257670055541
7,5,Lance Bass,0.16008559449900506,0.01643722339590742,0.3948129428419594
7,5,Susan Lucci,0.1524369919430779,0.010849541922838869,0.3945941632369855
7,6,Maurice Greene,0.1520587977201076,0.010028322206596734,0.3873302142275172
7,6,Cody Linley,0.17545376628094184,0.010002841360975762,0.44963974135139245
7,6,Cloris Leachman,0.04176841663345512,0.01004049453069213,0.08420329501193877
